,0
5466,1882
5467,1882
5468,1882
5469,1883
5470,1885
5471,1886
5472,1887
5473,1887
5474,1889
5475,1890
5476,1891
5477,1891
5478,1891
5479,1891
5480,1893
5481,1895
5482,1896
5483,1897
5484,1897
5485,1898
5486,1898
5487,1899
5488,1899
5489,1899
5490,1899
5491,1900
5492,1901
5493,1901
5494,1902
5495,1902
5496,1903
5497,1903
5498,1903
5499,1904
5500,1904
5501,1904
5502,1904
5503,1905
5504,1906
5505,1906
5506,1906
5507,1906
5508,1908
5509,1908
5510,1910
5511,1910
5512,1910
5513,1910
5514,1911
5515,1911
5516,1911
5517,1912
5518,1913
5519,1913
5520,1915
5521,1915
5522,1915
5523,1916
5524,1916
5525,1918
5526,1918
5527,1918
5528,1919
5529,1919
5530,1919
5531,1920
5532,1920
5533,1921
5534,1921
5535,1922
5536,1923
5537,1924
5538,1924
5539,1924
5540,1925
5541,1927
5542,1928
5543,1929
5544,1929
5545,1929
5546,1929
5547,1930
5548,1930
5549,1930
5550,1930
5551,1931
5552,1932
5553,1932
5554,1933
5555,1933
5556,1933
5557,1933
5558,1933
5559,1934
5560,1934
5561,1934
5562,1934
5563,1935
5564,1935
5565,1935
5566,1935
5567,1936
5568,1937
5569,1937
5570,1939
5571,1939
5572,1939
5573,1940
5574,1940
5575,1941
5576,1941
5577,1941
5578,1942
5579,1942
5580,1942
5581,1943
5582,1943
5583,1943
5584,1943
5585,1943
5586,1944
5587,1944
5588,1945
5589,1945
5590,1946
5591,1947
5592,1949
5593,1949
5594,1950
5595,1950
5596,1950
5597,1950
5598,1951
5599,1952
5600,1953
5601,1953
5602,1954
5603,1955
5604,1955
5605,1955
5606,1956
5607,1956
5608,1958
5609,1958
5610,1958
5611,1958
5612,1958
5613,1959
5614,1959
5615,1959
5616,1960
5617,1960
5618,1961
5619,1962
5620,1966
5621,1966
5622,1966
5623,1966
5624,1966
5625,1967
5626,1967
5627,1968
5628,1969
5629,1969
5630,1969
5631,1970
5632,1971
5633,1971
5634,1972
5635,1972
5636,1973
5637,1973
5638,1974
5639,1975
5640,1975
5641,1975
5642,1976
5643,1976
5644,1977
5645,1977
5646,1978
5647,1978
5648,1978
5649,1979
5650,1979
5651,1980
5652,1980
5653,1981
5654,1982
5655,1984
5656,1984
5657,1986
5658,1987
5659,1987
5660,1987
5661,1987
5662,1987
5663,1987
5664,1987
5665,1988
5666,1988
5667,1988
5668,1988
5669,1990
5670,1991
5671,1991
5672,1992
5673,1992
5674,1993
5675,1993
5676,1994
5677,1994
5678,1994
5679,1996
5680,1996
5681,1996
5682,1997
5683,1998
5684,1999
5685,1999
5686,1999
5687,1999
5688,2000
5689,2000
5690,2001
5691,2001
5692,2001
5693,2001
5694,2002
5695,2002
5696,2004
5697,2004
5698,2007
5699,2007
5700,2007
5701,2008
5702,2009
5703,2010
5704,2011
5705,2012
5706,2013
5707,2013
5708,2013
5709,2014
5710,2016
5711,2016
5712,2017
5713,2017
5714,2017
5715,2018
5716,2018
5717,2018
5718,2018
5719,2019
5720,2020
5721,2020
5722,2021
5723,2021
5724,2022
5725,2023
5726,2023
5727,2024
5728,2025
5729,2026
5730,2026
5731,2027
5732,2028
5733,2028
5734,2029
5735,2029
5736,2030
5737,2030
5738,2030
5739,2031
5740,2031
5741,2032
5742,2032
5743,2032
5744,2033
5745,2034
5746,2035
5747,2035
5748,2035
5749,2036
5750,2037
5751,2037
5752,2038
5753,2038
5754,2040
5755,2040
5756,2040
5757,2041
5758,2041
5759,2042
5760,2042
5761,2045
5762,2046
5763,2046
5764,2048
5765,2048
5766,2048
5767,2049
5768,2049
5769,2049
5770,2050
5771,2050
5772,2050
5773,2050
5774,2051
5775,2051
5776,2051
5777,2051
5778,2052
5779,2053
5780,2054
5781,2054
5782,2055
5783,2055
5784,2056
5785,2058
5786,2058
5787,2058
5788,2058
5789,2059
5790,2059
5791,2060
5792,2060
5793,2061
5794,2062
5795,2062
5796,2062
5797,2063
5798,2063
5799,2063
5800,2064
5801,2065
5802,2066
5803,2066
5804,2066
5805,2067
5806,2068
5807,2069
5808,2069
5809,2070
5810,2070
5811,2070
5812,2072
5813,2072
5814,2073
5815,2074
5816,2075
5817,2078
5818,2078
5819,2078
5820,2079
5821,2080
5822,2081
5823,2081
5824,2082
5825,2083
5826,2084
5827,2086
5828,2087
5829,2089
5830,2089
5831,2089
5832,2090
5833,2091
5834,2092
5835,2093
5836,2094
5837,2094
5838,2095
5839,2096
5840,2096
5841,2097
5842,2097
5843,2097
5844,2097
5845,2098
5846,2098
5847,2099
5848,2102
5849,2102
5850,2102
5851,2103
5852,2103
5853,2104
5854,2104
5855,2105
5856,2105
5857,2106
5858,2106
5859,2106
5860,2107
5861,2107
5862,2108
5863,2109
5864,2110
5865,2110
5866,2112
5867,2113
5868,2113
5869,2115
5870,2116
5871,2117
5872,2118
5873,2119
5874,2119
5875,2120
5876,2120
5877,2120
5878,2120
5879,2120
5880,2120
5881,2121
5882,2121
5883,2121
5884,2122
5885,2122
5886,2125
5887,2125
5888,2125
5889,2126
5890,2126
5891,2129
5892,2129
5893,2130
5894,2133
5895,2133
5896,2133
5897,2133
5898,2134
5899,2134
5900,2135
5901,2135
5902,2135
5903,2136
5904,2136
5905,2136
5906,2137
5907,2138
5908,2139
5909,2139
5910,2140
5911,2141
5912,2142
5913,2146
5914,2148
5915,2148
5916,2149
5917,2150
5918,2150
5919,2150
5920,2150
5921,2151
5922,2152
5923,2152
5924,2153
5925,2154
5926,2155
5927,2157
5928,2157
5929,2158
5930,2159
5931,2159
5932,2159
5933,2160
5934,2160
5935,2161
5936,2162
5937,2162
5938,2162
5939,2163
5940,2163
5941,2163
5942,2164
5943,2164
5944,2165
5945,2166
5946,2166
5947,2166
5948,2167
5949,2167
5950,2167
5951,2168
5952,2168
5953,2168
5954,2169
5955,2169
5956,2169
5957,2169
5958,2170
5959,2172
5960,2172
5961,2172
5962,2173
5963,2174
5964,2174
5965,2175
5966,2175
5967,2175
5968,2175
5969,2176
5970,2176
5971,2177
5972,2177
5973,2177
5974,2177
5975,2178
5976,2178
5977,2178
5978,2179
5979,2180
5980,2181
5981,2181
5982,2182
5983,2182
5984,2183
5985,2183
5986,2183
5987,2183
5988,2184
5989,2184
5990,2184
5991,2185
5992,2186
5993,2187
5994,2187
5995,2187
5996,2188
5997,2190
5998,2192
5999,2195
6000,2195
6001,2196
6002,2199
6003,2200
6004,2200
6005,2200
6006,2200
6007,2200
6008,2200
6009,2201
6010,2201
6011,2202
6012,2202
6013,2203
6014,2204
6015,2205
6016,2205
6017,2205
6018,2205
6019,2206
6020,2207
6021,2207
6022,2208
6023,2208
6024,2209
6025,2209
6026,2210
6027,2210
6028,2211
6029,2211
6030,2213
6031,2214
6032,2215
6033,2216
6034,2217
6035,2217
6036,2218
6037,2218
6038,2218
6039,2220
6040,2221
6041,2221
6042,2221
6043,2222
6044,2223
6045,2224
6046,2224
6047,2225
6048,2225
6049,2225
6050,2227
6051,2227
6052,2227
6053,2227
6054,2227
6055,2228
6056,2229
6057,2229
6058,2229
6059,2230
6060,2230
6061,2231
6062,2232
6063,2232
6064,2232
6065,2232
6066,2233
6067,2233
6068,2234
6069,2234
6070,2235
6071,2238
6072,2238
6073,2238
6074,2239
6075,2240
6076,2240
6077,2242
6078,2242
6079,2242
6080,2242
6081,2243
6082,2244
6083,2246
6084,2246
6085,2246
6086,2248
6087,2248
6088,2248
6089,2248
6090,2249
6091,2249
6092,2250
6093,2252
6094,2252
6095,2253
6096,2253
6097,2253
6098,2254
6099,2254
6100,2256
6101,2257
6102,2257
6103,2258
6104,2259
6105,2260
6106,2260
6107,2260
6108,2261
6109,2261
6110,2261
6111,2261
6112,2262
6113,2263
6114,2265
6115,2265
6116,2266
6117,2266
6118,2266
6119,2268
6120,2269
6121,2269
6122,2269
6123,2269
6124,2270
6125,2270
6126,2271
6127,2271
6128,2272
6129,2275
6130,2278
6131,2278
6132,2279
6133,2279
6134,2280
6135,2280
6136,2280
6137,2280
6138,2281
6139,2281
6140,2281
6141,2281
6142,2282
6143,2282
6144,2283
6145,2284
6146,2285
6147,2285
6148,2286
6149,2286
6150,2286
6151,2286
6152,2287
6153,2288
6154,2288
6155,2290
6156,2292
6157,2293
6158,2294
6159,2294
6160,2294
6161,2295
6162,2296
6163,2296
6164,2296
6165,2297
6166,2298
6167,2298
6168,2298
6169,2299
6170,2301
6171,2302
6172,2302
6173,2303
6174,2303
6175,2303
6176,2305
6177,2305
6178,2306
6179,2306
6180,2308
6181,2309
6182,2309
6183,2309
6184,2309
6185,2310
6186,2310
6187,2311
6188,2312
6189,2314
6190,2315
6191,2315
6192,2316
6193,2316
6194,2317
6195,2317
6196,2318
6197,2318
6198,2319
6199,2321
6200,2321
6201,2322
6202,2323
6203,2323
6204,2323
6205,2323
6206,2323
6207,2324
6208,2325
6209,2325
6210,2325
6211,2326
6212,2326
6213,2326
6214,2327
6215,2327
6216,2328
6217,2328
6218,2328
6219,2328
6220,2329
6221,2329
6222,2329
6223,2330
6224,2332
6225,2332
6226,2332
6227,2334
6228,2335
6229,2336
6230,2338
6231,2338
6232,2339
6233,2341
6234,2341
6235,2341
6236,2343
6237,2343
6238,2343
6239,2343
6240,2345
6241,2345
6242,2345
6243,2346
6244,2346
6245,2347
6246,2348
6247,2349
6248,2350
6249,2351
6250,2351
6251,2351
6252,2354
6253,2357
6254,2357
6255,2357
6256,2358
6257,2358
6258,2358
6259,2358
6260,2360
6261,2364
6262,2364
6263,2365
6264,2365
6265,2365
6266,2366
6267,2368
6268,2368
6269,2369
6270,2370
6271,2370
6272,2370
6273,2371
6274,2372
6275,2372
6276,2373
6277,2373
6278,2373
6279,2373
6280,2374
6281,2376
6282,2377
6283,2378
6284,2378
6285,2379
6286,2380
6287,2380
6288,2381
6289,2381
6290,2382
6291,2382
6292,2383
6293,2383
6294,2384
6295,2384
6296,2384
6297,2384
6298,2385
6299,2386
6300,2386
6301,2387
6302,2387
6303,2387
6304,2387
6305,2388
6306,2388
6307,2388
6308,2389
6309,2389
6310,2390
6311,2390
6312,2391
6313,2394
6314,2394
6315,2395
6316,2396
6317,2396
6318,2397
6319,2397
6320,2398
6321,2399
6322,2400
6323,2400
6324,2401
6325,2401
6326,2404
6327,2404
6328,2404
6329,2404
6330,2404
6331,2406
6332,2407
6333,2407
6334,2408
6335,2408
6336,2408
6337,2408
6338,2409
6339,2409
6340,2409
6341,2410
6342,2410
6343,2411
6344,2411
6345,2412
6346,2412
6347,2412
6348,2413
6349,2414
6350,2415
6351,2415
6352,2416
6353,2417
6354,2417
6355,2418
6356,2419
6357,2420
6358,2420
6359,2421
6360,2421
6361,2424
6362,2424
6363,2424
6364,2424
6365,2425
6366,2425
6367,2425
6368,2426
6369,2427
6370,2428
6371,2428
6372,2429
6373,2429
6374,2430
6375,2430
6376,2430
6377,2431
6378,2431
6379,2433
6380,2433
6381,2434
6382,2435
6383,2435
6384,2435
6385,2436
6386,2437
6387,2438
6388,2438
6389,2439
6390,2439
6391,2440
6392,2441
6393,2441
6394,2442
6395,2442
6396,2442
6397,2444
6398,2444
6399,2444
6400,2445
6401,2445
6402,2446
6403,2446
6404,2447
6405,2448
6406,2448
6407,2449
6408,2450
6409,2451
6410,2451
6411,2452
6412,2452
6413,2453
6414,2454
6415,2455
6416,2455
6417,2456
6418,2456
6419,2457
6420,2457
6421,2457
6422,2457
6423,2458
6424,2459
6425,2460
6426,2461
6427,2461
6428,2461
6429,2461
6430,2462
6431,2462
6432,2462
6433,2462
6434,2465
6435,2465
6436,2466
6437,2466
6438,2466
6439,2466
6440,2466
6441,2468
6442,2469
6443,2469
6444,2469
6445,2473
6446,2474
6447,2474
6448,2475
6449,2475
6450,2476
6451,2477
6452,2478
6453,2479
6454,2481
6455,2481
6456,2482
6457,2483
6458,2483
6459,2484
6460,2484
6461,2484
6462,2485
6463,2486
6464,2486
6465,2487
6466,2488
6467,2488
6468,2488
6469,2488
6470,2489
6471,2490
6472,2491
6473,2492
6474,2493
6475,2496
6476,2498
6477,2498
6478,2498
6479,2499
6480,2500
6481,2501
6482,2502
6483,2504
6484,2504
6485,2504
6486,2504
6487,2504
6488,2505
6489,2505
6490,2505
6491,2507
6492,2507
6493,2509
6494,2510
6495,2511
6496,2511
6497,2512
6498,2513
6499,2513
6500,2513
6501,2514
6502,2515
6503,2518
6504,2518
6505,2519
6506,2519
6507,2519
6508,2520
6509,2520
6510,2520
6511,2520
6512,2521
6513,2521
6514,2522
6515,2522
6516,2524
6517,2525
6518,2527
6519,2527
6520,2528
6521,2529
6522,2529
6523,2530
6524,2530
6525,2532
6526,2532
6527,2533
6528,2534
6529,2535
6530,2536
6531,2536
6532,2537
6533,2537
6534,2537
6535,2538
6536,2540
6537,2540
6538,2541
6539,2541
6540,2543
6541,2543
6542,2544
6543,2544
6544,2544
6545,2545
6546,2546
6547,2547
6548,2547
6549,2547
6550,2548
6551,2548
6552,2548
6553,2549
6554,2549
6555,2550
6556,2551
6557,2552
6558,2552
6559,2552
6560,2553
6561,2553
6562,2555
6563,2556
6564,2556
6565,2557
6566,2559
6567,2559
6568,2560
6569,2560
6570,2560
6571,2563
6572,2565
6573,2565
6574,2566
6575,2567
6576,2567
6577,2568
6578,2569
6579,2570
6580,2570
6581,2570
6582,2571
6583,2572
6584,2572
6585,2573
6586,2573
6587,2573
6588,2574
6589,2575
6590,2575
6591,2575
6592,2576
6593,2576
6594,2576
6595,2577
6596,2579
6597,2581
6598,2582
6599,2582
6600,2583
6601,2583
6602,2583
6603,2583
6604,2583
6605,2584
6606,2586
6607,2586
6608,2587
6609,2587
6610,2587
6611,2588
6612,2590
6613,2591
6614,2594
6615,2595
6616,2595
6617,2595
6618,2595
6619,2596
6620,2596
6621,2596
6622,2596
6623,2597
6624,2597
6625,2599
6626,2599
6627,2600
6628,2601
6629,2601
6630,2603
6631,2603
6632,2605
6633,2606
6634,2607
6635,2607
6636,2607
6637,2609
6638,2609
6639,2609
6640,2610
6641,2610
6642,2610
6643,2610
6644,2610
6645,2611
6646,2613
6647,2613
6648,2613
6649,2613
6650,2614
6651,2615
6652,2616
6653,2616
6654,2618
6655,2618
6656,2619
6657,2619
6658,2619
6659,2620
6660,2620
6661,2621
6662,2622
6663,2622
6664,2623
6665,2624
6666,2624
6667,2625
6668,2627
6669,2627
6670,2627
6671,2627
6672,2628
6673,2629
6674,2630
6675,2631
6676,2632
6677,2632
6678,2634
6679,2635
6680,2636
6681,2636
6682,2636
6683,2636
6684,2637
6685,2638
6686,2638
6687,2639
6688,2639
6689,2639
6690,2641
6691,2642
6692,2642
6693,2642
6694,2643
6695,2644
6696,2644
6697,2645
6698,2647
6699,2647
6700,2648
6701,2648
6702,2648
6703,2650
6704,2650
6705,2651
6706,2654
6707,2655
6708,2656
6709,2656
6710,2658
6711,2660
6712,2660
6713,2660
6714,2661
6715,2661
6716,2663
6717,2663
6718,2664
6719,2665
6720,2665
6721,2665
6722,2666
6723,2666
6724,2666
6725,2666
6726,2668
6727,2668
6728,2668
6729,2669
6730,2670
6731,2670
6732,2672
6733,2673
6734,2673
6735,2674
6736,2674
6737,2675
6738,2675
6739,2676
6740,2676
6741,2677
6742,2677
6743,2678
6744,2678
6745,2679
6746,2679
6747,2679
6748,2680
6749,2680
6750,2682
6751,2682
6752,2683
6753,2683
6754,2684
6755,2684
6756,2688
6757,2688
6758,2689
6759,2689
6760,2690
6761,2690
6762,2691
6763,2693
6764,2693
6765,2695
6766,2696
6767,2697
6768,2697
6769,2698
6770,2699
6771,2700
6772,2702
6773,2702
6774,2702
6775,2703
6776,2703
6777,2703
6778,2704
6779,2704
6780,2704
6781,2704
6782,2704
6783,2706
6784,2707
6785,2707
6786,2708
6787,2708
6788,2708
6789,2709
6790,2709
6791,2710
6792,2712
6793,2713
6794,2713
6795,2714
6796,2714
6797,2714
6798,2715
6799,2716
6800,2717
6801,2718
6802,2718
6803,2718
6804,2718
6805,2719
6806,2720
6807,2721
6808,2721
6809,2721
6810,2723
6811,2723
6812,2724
6813,2724
6814,2724
6815,2724
6816,2725
6817,2725
6818,2725
6819,2725
6820,2725
6821,2726
6822,2726
6823,2728
6824,2729
6825,2730
6826,2731
6827,2732
6828,2733
6829,2734
6830,2734
6831,2736
6832,2737
6833,2737
6834,2737
6835,2738
6836,2738
6837,2738
6838,2739
6839,2740
6840,2740
6841,2741
6842,2741
6843,2742
6844,2742
6845,2742
6846,2743
6847,2743
6848,2744
6849,2744
6850,2744
6851,2746
6852,2746
6853,2747
6854,2748
6855,2749
6856,2750
6857,2750
6858,2751
6859,2751
6860,2752
6861,2753
6862,2753
6863,2753
6864,2755
6865,2755
6866,2757
6867,2759
6868,2760
6869,2760
6870,2761
6871,2761
6872,2761
6873,2765
6874,2765
6875,2765
6876,2769
6877,2769
6878,2770
6879,2771
6880,2772
6881,2772
6882,2773
6883,2773
6884,2776
6885,2776
6886,2777
6887,2777
6888,2777
6889,2778
6890,2780
6891,2780
6892,2780
6893,2782
6894,2782
6895,2782
6896,2783
6897,2783
6898,2784
6899,2787
6900,2787
6901,2787
6902,2788
6903,2788
6904,2789
6905,2789
6906,2790
6907,2790
6908,2790
6909,2790
6910,2792
6911,2793
6912,2793
6913,2795
6914,2795
6915,2795
6916,2797
6917,2797
6918,2798
6919,2800
6920,2801
6921,2803
6922,2806
6923,2808
6924,2808
6925,2809
6926,2810
6927,2810
6928,2811
6929,2813
6930,2813
6931,2814
6932,2814
6933,2815
6934,2816
6935,2817
6936,2818
6937,2819
6938,2819
6939,2820
6940,2821
6941,2823
6942,2825
6943,2827
6944,2827
6945,2827
6946,2828
6947,2829
6948,2829
6949,2830
6950,2831
6951,2831
6952,2831
6953,2831
6954,2832
6955,2833
6956,2833
6957,2834
6958,2834
6959,2834
6960,2834
6961,2835
6962,2835
6963,2835
6964,2837
6965,2837
6966,2837
6967,2837
6968,2837
6969,2837
6970,2839
6971,2839
6972,2840
6973,2841
6974,2841
6975,2842
6976,2843
6977,2843
6978,2843
6979,2843
6980,2845
6981,2847
6982,2847
6983,2847
6984,2848
6985,2848
6986,2849
6987,2849
6988,2853
6989,2854
6990,2855
6991,2855
6992,2856
6993,2856
6994,2857
6995,2858
6996,2859
6997,2859
6998,2860
6999,2863
7000,2863
7001,2863
7002,2864
7003,2865
7004,2865
7005,2866
7006,2867
7007,2867
7008,2868
7009,2870
7010,2870
7011,2870
7012,2871
7013,2871
7014,2873
7015,2873
7016,2873
7017,2874
7018,2874
7019,2876
7020,2881
7021,2882
7022,2883
7023,2883
7024,2883
7025,2883
7026,2884
7027,2884
7028,2885
7029,2885
7030,2887
7031,2887
7032,2887
7033,2888
7034,2890
7035,2890
7036,2892
7037,2892
7038,2892
7039,2893
7040,2893
7041,2893
7042,2896
7043,2896
7044,2896
7045,2897
7046,2897
7047,2899
7048,2899
7049,2901
7050,2901
7051,2904
7052,2904
7053,2905
7054,2906
7055,2906
7056,2908
7057,2909
7058,2909
7059,2909
7060,2910
7061,2913
7062,2914
7063,2914
7064,2915
7065,2915
7066,2915
7067,2917
7068,2918
7069,2919
7070,2920
7071,2922
7072,2923
7073,2923
7074,2924
7075,2924
7076,2924
7077,2925
7078,2925
7079,2926
7080,2926
7081,2927
7082,2928
7083,2929
7084,2929
7085,2929
7086,2930
7087,2931
7088,2931
7089,2931
7090,2931
7091,2932
7092,2933
7093,2934
7094,2934
7095,2935
7096,2935
7097,2935
7098,2937
7099,2938
7100,2939
7101,2939
7102,2940
7103,2940
7104,2940
7105,2941
7106,2943
7107,2943
7108,2944
7109,2945
7110,2946
7111,2946
7112,2946
7113,2947
7114,2948
7115,2948
7116,2948
7117,2948
7118,2949
7119,2950
7120,2950
7121,2951
7122,2951
7123,2951
7124,2953
7125,2954
7126,2954
7127,2954
7128,2954
7129,2955
7130,2959
7131,2960
7132,2961
7133,2964
7134,2966
7135,2967
7136,2967
7137,2968
7138,2968
7139,2968
7140,2969
7141,2969
7142,2971
7143,2971
7144,2971
7145,2972
7146,2972
7147,2972
7148,2972
7149,2973
7150,2975
7151,2975
7152,2976
7153,2977
7154,2977
7155,2978
7156,2978
7157,2979
7158,2980
7159,2981
7160,2981
7161,2981
7162,2983
7163,2985
7164,2986
7165,2986
7166,2988
7167,2988
7168,2989
7169,2990
7170,2990
7171,2992
7172,2992
7173,2993
7174,2993
7175,2994
7176,2995
7177,2996
7178,2997
7179,2997
7180,2998
7181,2998
7182,2999
7183,3000
7184,3001
7185,3002
7186,3004
7187,3004
7188,3007
7189,3007
7190,3008
7191,3008
7192,3008
7193,3011
7194,3014
7195,3014
7196,3014
7197,3015
7198,3015
7199,3015
7200,3016
7201,3016
7202,3017
7203,3017
7204,3019
7205,3019
7206,3019
7207,3019
7208,3020
7209,3020
7210,3020
7211,3021
7212,3021
7213,3021
7214,3022
7215,3022
7216,3023
7217,3023
7218,3024
7219,3025
7220,3026
7221,3027
7222,3028
7223,3028
7224,3028
7225,3032
7226,3034
7227,3036
7228,3036
7229,3036
7230,3037
7231,3038
7232,3039
7233,3039
7234,3042
7235,3042
7236,3043
7237,3044
7238,3045
7239,3047
7240,3047
7241,3048
7242,3049
7243,3050
7244,3050
7245,3051
7246,3052
7247,3052
7248,3053
7249,3053
7250,3054
7251,3055
7252,3055
7253,3056
7254,3056
7255,3058
7256,3058
7257,3059
7258,3060
7259,3060
7260,3060
7261,3061
7262,3062
7263,3064
7264,3064
7265,3065
7266,3067
7267,3067
7268,3071
7269,3071
7270,3074
7271,3075
7272,3075
7273,3076
7274,3078
7275,3079
7276,3079
7277,3080
7278,3082
7279,3083
7280,3084
7281,3085
7282,3085
7283,3085
7284,3086
7285,3086
7286,3087
7287,3089
7288,3089
7289,3091
7290,3091
7291,3094
7292,3096
7293,3097
7294,3097
7295,3098
7296,3098
7297,3099
7298,3100
7299,3102
7300,3102
7301,3102
7302,3103
7303,3103
7304,3103
7305,3103
7306,3105
7307,3106
7308,3107
7309,3108
7310,3109
7311,3110
7312,3110
7313,3110
7314,3110
7315,3111
7316,3111
7317,3114
7318,3114
7319,3114
7320,3115
7321,3116
7322,3116
7323,3117
7324,3118
7325,3118
7326,3119
7327,3119
7328,3121
7329,3122
7330,3124
7331,3124
7332,3124
7333,3125
7334,3125
7335,3125
7336,3125
7337,3127
7338,3127
7339,3127
7340,3128
7341,3128
7342,3128
7343,3129
7344,3129
7345,3130
7346,3130
7347,3131
7348,3131
7349,3134
7350,3135
7351,3135
7352,3137
7353,3138
7354,3140
7355,3140
7356,3142
7357,3143
7358,3143
7359,3143
7360,3148
7361,3149
7362,3149
7363,3149
7364,3150
7365,3150
7366,3151
7367,3152
7368,3153
7369,3154
7370,3154
7371,3155
7372,3155
7373,3156
7374,3157
7375,3158
7376,3158
7377,3162
7378,3164
7379,3164
7380,3165
7381,3165
7382,3165
7383,3169
7384,3169
7385,3169
7386,3172
7387,3172
7388,3173
7389,3173
7390,3173
7391,3175
7392,3175
7393,3175
7394,3175
7395,3176
7396,3177
7397,3177
7398,3178
7399,3178
7400,3178
7401,3178
7402,3179
7403,3179
7404,3180
7405,3181
7406,3183
7407,3184
7408,3184
7409,3184
7410,3184
7411,3188
7412,3188
7413,3188
7414,3189
7415,3192
7416,3193
7417,3194
7418,3195
7419,3196
7420,3197
7421,3197
7422,3198
7423,3201
7424,3202
7425,3202
7426,3202
7427,3204
7428,3204
7429,3204
7430,3206
7431,3207
7432,3208
7433,3208
7434,3208
7435,3209
7436,3209
7437,3210
7438,3210
7439,3210
7440,3211
7441,3212
7442,3212
7443,3212
7444,3212
7445,3213
7446,3216
7447,3217
7448,3217
7449,3218
7450,3218
7451,3219
7452,3220
7453,3220
7454,3221
7455,3222
7456,3222
7457,3222
7458,3232
7459,3235
7460,3235
7461,3236
7462,3236
7463,3237
7464,3237
7465,3237
7466,3237
7467,3238
7468,3238
7469,3238
7470,3239
7471,3240
7472,3240
7473,3241
7474,3241
7475,3242
7476,3243
7477,3244
7478,3245
7479,3246
7480,3247
7481,3247
7482,3249
7483,3250
7484,3250
7485,3251
7486,3251
7487,3251
7488,3252
7489,3254
7490,3256
7491,3257
7492,3257
7493,3257
7494,3257
7495,3259
7496,3260
7497,3262
7498,3262
7499,3263
7500,3264
7501,3264
7502,3264
7503,3264
7504,3265
7505,3266
7506,3269
7507,3269
7508,3270
7509,3270
7510,3270
7511,3272
7512,3273
7513,3273
7514,3274
7515,3275
7516,3276
7517,3278
7518,3279
7519,3279
7520,3280
7521,3280
7522,3281
7523,3281
7524,3282
7525,3282
7526,3283
7527,3284
7528,3285
7529,3285
7530,3287
7531,3289
7532,3292
7533,3293
7534,3293
7535,3293
7536,3294
7537,3294
7538,3294
7539,3295
7540,3296
7541,3297
7542,3297
7543,3298
7544,3299
7545,3300
7546,3300
7547,3300
7548,3301
7549,3301
7550,3301
7551,3302
7552,3302
7553,3304
7554,3305
7555,3305
7556,3306
7557,3306
7558,3307
7559,3307
7560,3308
7561,3308
7562,3309
7563,3309
7564,3309
7565,3310
7566,3310
7567,3310
7568,3311
7569,3312
7570,3315
7571,3315
7572,3315
7573,3316
7574,3316
7575,3316
7576,3316
7577,3317
7578,3318
7579,3319
7580,3320
7581,3322
7582,3323
7583,3323
7584,3325
7585,3325
7586,3325
7587,3326
7588,3327
7589,3328
7590,3330
7591,3331
7592,3332
7593,3332
7594,3332
7595,3333
7596,3333
7597,3334
7598,3335
7599,3336
7600,3337
7601,3337
7602,3338
7603,3338
7604,3339
7605,3340
7606,3341
7607,3342
7608,3343
7609,3343
7610,3345
7611,3345
7612,3346
7613,3347
7614,3348
7615,3349
7616,3349
7617,3350
7618,3351
7619,3352
7620,3352
7621,3353
7622,3353
7623,3353
7624,3353
7625,3353
7626,3354
7627,3354
7628,3359
7629,3359
7630,3360
7631,3360
7632,3362
7633,3362
7634,3362
7635,3363
7636,3363
7637,3364
7638,3364
7639,3365
7640,3366
7641,3366
7642,3366
7643,3366
7644,3367
7645,3367
7646,3367
7647,3369
7648,3369
7649,3370
7650,3370
7651,3370
7652,3371
7653,3371
7654,3372
7655,3372
7656,3374
7657,3374
7658,3374
7659,3374
7660,3374
7661,3375
7662,3376
7663,3377
7664,3377
7665,3378
7666,3378
7667,3379
7668,3381
7669,3382
7670,3383
7671,3385
7672,3385
7673,3385
7674,3386
7675,3389
7676,3390
7677,3394
7678,3397
7679,3397
7680,3399
7681,3399
7682,3401
7683,3401
7684,3402
7685,3403
7686,3405
7687,3408
7688,3409
7689,3411
7690,3412
7691,3415
7692,3416
7693,3417
7694,3418
7695,3419
7696,3419
7697,3420
7698,3420
7699,3420
7700,3420
7701,3421
7702,3421
7703,3421
7704,3422
7705,3424
7706,3424
7707,3424
7708,3424
7709,3424
7710,3424
7711,3427
7712,3428
7713,3429
7714,3429
7715,3430
7716,3432
7717,3432
7718,3432
7719,3433
7720,3433
7721,3433
7722,3435
7723,3435
7724,3436
7725,3436
7726,3437
7727,3439
7728,3439
7729,3441
7730,3441
7731,3442
7732,3442
7733,3444
7734,3445
7735,3445
7736,3446
7737,3446
7738,3447
7739,3448
7740,3449
7741,3449
7742,3449
7743,3449
7744,3451
7745,3452
7746,3454
7747,3454
7748,3454
7749,3455
7750,3455
7751,3455
7752,3456
7753,3457
7754,3457
7755,3457
7756,3458
7757,3459
7758,3462
7759,3462
7760,3463
7761,3463
7762,3464
7763,3465
7764,3467
7765,3469
7766,3469
7767,3469
7768,3470
7769,3471
7770,3471
7771,3472
7772,3472
7773,3472
7774,3473
7775,3474
7776,3475
7777,3475
7778,3475
7779,3477
7780,3477
7781,3477
7782,3477
7783,3479
7784,3479
7785,3479
7786,3480
7787,3481
7788,3481
7789,3481
7790,3483
7791,3484
7792,3484
7793,3484
7794,3484
7795,3486
7796,3487
7797,3487
